audit_kind,item_id,entity_type,name,description,evidence_text,confidence,years,chunk_id,book,chapter,section,pages,source_files,chunk_text_preview,is_valid,type_correct,evidence_support,direction_correct,notes
entity,lichsu_12_s246_bai21_sec12_002:e3,Organization,chính quyền Mĩ - Diệm,Chính quyền bị nhân dân miền Nam đấu tranh đánh đổ,đánh đổ chính quyền Mĩ - Diêm,0.95,[],lichsu_12_s246_bai21_sec12_002,lichsu_12,Bài 21,"1. Đấu tranh chống chế độ Mĩ - Diệm, giữ gìn và phát triển lực lượng","[161, 162, 163, 164, 165]","[""data/corpus/lichsu_12/lichsu_12.pdf_161.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_162.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_163.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_164.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_165.jpg.txt""]","m cán bô, đảng viên bị giết hại, hàng chục vạn đồng bào yêu nước bị tù đày, Cuộc đấu tranh của nhân dân ta ở miền Nam dòi hỏi có một biên pháp quyết liệt để đưa cách mạng vượt qua khó khăn, thừ thách. Nơi MTDTGP miền Nam ra đời Nơi có các trân đánh N và nổi dậy đầu tiên My Nơi quân chúng nổi dậy Lưới Ranh giới tỉnh Biên giới quốc gia THÁI LAN z CAMPUCHIA Tháng 1 - 1959, Hội nghị lân thứ 15 Ban Chấp ương Đảng đã quyết định để nhân dân miền Nam sử dung bao lực cách mạng đánh đổ chính quyền Mĩ - Di",,,,,
entity,lichsu_10_s158_001:e11,Organization,Phù Nam,"Quốc gia hình thành ở Nam Bộ, suy sụp vào thế kỉ VI.","quốc gia Phù Nam hình thành, Tuy nhiên, trong lúc Cham-pa phát triển dưới chế độ quân chủ với một nền văn minh độc đáo, mang nặng ảnh hưởng của văn hoá Ấn Độ thì vào thế kỉ VI, quốc gia Phù Nam suy sụp",0.95,[],lichsu_10_s158_001,lichsu_10,Bài,1. Thời kĩ dựng nước đầu tiên,"[133, 134, 135]","[""data/corpus/lichsu_10/lichsu_10.pdf_133.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_134.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_135.jpg.txt""]","đã trải qua một quá trình và lao động và chiến đấu đầy hi sinh, gian khổ nhưng hết sức kiên cường, anh dũng, sáng tạo để xây dựng đất nước và bảo vệ vững chắc nền độc lập và thống nhất của Tổ quốc. 1. Thời kĩ dựng nước đầu tiên Vào khoảng thế kỉ VII TCN, sau hàng chục vạn năm sinh sống và mở rộng vùng cư trú, các tộc người Việt cổ trên đất Bắc Việt Nam đã hợp nhất lại, dựng nên quốc gia đầu tiên : Văn Lang và sau đó là Âu Lạc. Một nền văn minh lúa nhước hình thành với nhiều thành tựu văn hắc đượ",,,,,
entity,lichsu_11_s72_bai16_sec3_002:e1,Organization,Đảng Dân tộc,Một chính đảng tư sản có ảnh hưởng rộng rãi ở In-đô-nê-xi-a.,Đảng Dân tộc ở In đô nê xi a,0.9,[],lichsu_11_s72_bai16_sec3_002,lichsu_11,Bài 16,TI TÌNH HÌNH CÁC NƯỚC ĐÔNG NAM Á SAU CHIẾN TRANH THỨ NHẤT,"[83, 84, 85]","[""data/corpus/lichsu_11/lichsu_11.pdf_83.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_84.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_85.jpg.txt""]","h trị, đòi quyền dùng tiếng mẹ đẻ trong nhà trường Một số chính đảng tư sản được thành lập và có ảnh hội rộng rãi như Đảng Dân tộc ở In đô nê xi a, phong trào Thakin ở Miến Điên, Đại hội toàn Mã Lai.. Đồng thời, từ thập niên 20 giai cấp vô sản trẻ tuổi ở Đông Nam A cũng bát đầu Thi trương thành, Một số đảng công sản được thành lập, đầu tiên là Đảng Công san In đô nê xi a (5 - 1920) tiếp theo, trong năm 1930, các đảng công sản ra đời ở Viết Nam, Mã Lai, Xiêm và Phi-líp-pin Dưới sự lãnh đạo của Đả",,,,,
entity,lichsu_11_s18_bai5_sec7_001:e5,Organization,I-ta-li-a,"Quốc gia tham gia thành lập liên minh tay ba, sau đó rời khỏi liên minh",I-ta-li-a,0.95,[],lichsu_11_s18_bai5_sec7_001,lichsu_11,Bài 5,"I ta-li-a rời khỏi Liên minh (1915), chống lại Đức","[31, 32]","[""data/corpus/lichsu_11/lichsu_11.pdf_31.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_32.jpg.txt""]","chiếm hầu hết lãnh thổ châu Âu, vươn ra các thuộc địa của Anh và Pháp ở châu Phi và châu Á. Năm 1882, Đức cùng Áo Hung và I-ta-li-a thành lập liên minh tay ba, được gọi là phe Liên minh. Sau này, I ta-li-a rời khỏi Liên minh (1915), chống lại Đức Đôi phó với âm mưu của Đức, Anh cũng chuẩn bị kế hoạch chiến tranh Anh, Pháp, Nga tuy có tranh chấp về thuộc địa, nhưng phải nhân nhương lẫn nhau, kí những bản hiệp ước tay đôi : Pháp Nga (1890), Anh Pháp (1904), Anh Nga (1907), hình thành phe Hiệp ước ",,,,,
entity,lichsu_12_s311_bai26_sec6_005:e10,Organization,Hiệp hội các quốc gia Đông Nam Á,Tổ chức khu vực mà Việt Nam gia nhập,Hiệp hội các quốc gia Đông,0.85,[],lichsu_12_s311_bai26_sec6_005,lichsu_12,Bài 26,VI - QUÁ TRÌNH THỰC HIỆN ĐƯỜNG LỐI ĐỐI MỚI (1986 ? 2000),"[208, 209, 210, 211, 212, 213]","[""data/corpus/lichsu_12/lichsu_12.pdf_208.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_209.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_210.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_211.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_212.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_213.jpg.txt""]","xuất khẩu lớn như dâu thô, gao, cà phê, hải sản, may mặc, (1) Đảng Công sản Việt Nam, Văn kiên Đai hội đai biểu toàn quốc lần thứn trị quốc gia, H. 1996, tr. 154 - 166. nhiều nhập khẩu trên 21 tỉ USD. Quan hê mậu dịch mở rông với trên 100 nước và tiếp cân với nhiều thị trường mới Vốn đầu tư trực tiếp của nước ngoài trong 5 năm lăng nhanh, bình quân hăng nguyen năm là 50%. Đến cuối năm 1995, tổng số vốn đăng kí cho các dự án đầu tư trực tiếp chi thi của nước ngoài đạt trên 19 6 USD, trong đó có k",,,,,
entity,lichsu_12_s142_bai14_sec4_001:e4,Organization,Đảng ta,tổ chức tiến hành cuộc đấu tranh để phục hồi tổ chức Đảng và các cơ sở quần chúng,Đảng ta,0.9,[],lichsu_12_s142_bai14_sec4_001,lichsu_12,Bài 14,1. Tình hình kinh tế,[90],"[""data/corpus/lichsu_12/lichsu_12.pdf_90.jpg.txt""]","trong cả nước Thực dân Pháp tập trung lực lương đàn áp, phong trào bị tốn thất nghiêm trong Từ năm 1932 đến năm 1935, Đảng ta tiến hành cuộc đấu tranh để phục hồi tổ chức Đảng và các cơ sở quần chúng 1. Tình hình kinh tế Từ năm 1930, kinh tế Việt Nam bước vào thời kì suy thoái, khủng hoảng, bắt đầu từ nông nghiệp. Lúa gao bị sụt giá, ruộng đất bị bỏ hoang, Trong công nghiệp, sản lượng hầu hết các ngành đều suy giảm. Xuất nhập khẩu đình đốn, hàng hoá khan hiếm, giá cả đất đỏ Cuộc khủng hoảng kinh",,,,,
entity,lichsu_12_s88_bai8_sec2_001:e7,Organization,Chính phủ Nhật Bản,Chính phủ được phép tồn tại và hoạt động trong thời kỳ chiếm đóng.,Chính phủ Nhật Bản,0.95,[],lichsu_12_s88_bai8_sec2_001,lichsu_12,Bài 8,NHẬT BẢN TỪ NĂM 1945 ĐẾN NĂM 1952,"[52, 53]","[""data/corpus/lichsu_12/lichsu_12.pdf_52.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_53.jpg.txt""]","về chính tri - xã hôi cùng những thành tưu như một sư 'thần tháng ki về kinh tế, khoa học ? công nghê Nhật Bản đã vươn lên, trở thành một siêu cường kinh tê một trung tâm kinh lê ? tài chinh thê giới NHẬT BẢN TỪ NĂM 1945 ĐẾN NĂM 1952 Sự thất bại trong Chiến tranh thế giới thứ hai đã để lại cho Nhật Bản những hậu quả hết sức năng nề. Khoảng 3 triệu người chết và mất tích , 40% tàu bè, 34% máy móc the trong nghiệp bị phá huý, 13 triều người thát nghiêp , tham hoa đói, ret de doa toàn nước Nhật Sau",,,,,
entity,lichsu_10_s200_002:e9,Organization,giai cấp tư sản Anh,lao vào buôn bán lương thực hơn là đầu tư vào sản xuất nông nghiệp,giai cấp tư sản Anh,0.95,[],lichsu_10_s200_002,lichsu_10,Bài,1. Nước Anh,"[174, 175]","[""data/corpus/lichsu_10/lichsu_10.pdf_174.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_175.jpg.txt""]","cũng lâm vào tình trạng khủng hoảng trầm trọng. Vào cuối thế kỉ XIX, giá lúa mì nhập từ châu Âu và Mĩ rất rẻ trong khi giá lương và thiết trự thực sản xuất trong nước lại rất cao do chế độ thuế khoá. Vì thế, giai cấp tư sản Anh lao vào buôn bán lương thực hơn là đầu tư vào sản xuất nông nghiệp Trong những năm 60 của thế kỉ XIX, nước Anh tự cấp được 3/4 số lúa mì mỗi năm , từ thập niên 70 trở đi, giảm xuống còn 1/3, nghĩa là lương thực của Anh chỉ tự túc được 4 tháng B",,,,,
entity,lichsu_12_s59_bai5_sec8_001:e12,Organization,thực dân Tây Ban Nha và Bồ Đào Nha,Lực lượng thực dân mà các nước Mĩ Latinh giành độc lập từ đó,từ lay thực dân Tây Ban Nha và Bồ Đào Nha,0.9,[],lichsu_12_s59_bai5_sec8_001,lichsu_12,Bài 5,1. Vài nét về quá trình gảo vệ độc lập,[38],"[""data/corpus/lichsu_12/lichsu_12.pdf_38.jpg.txt""]","LATINH Khu vực Mĩ Latinh gồm 33 nước (trong đó một nước ở Bắc Mĩ là M?hicô cùng toàn bộ các nước ở Trung, Nam châu Mĩ và vùng biển Caribê), diên tích trên 20,5 triêu km? dân số 517 triêu người (2000) 1. Vài nét về quá trình gảo vệ độc lập Khác với châu Á và châu Phi, nhiều nước ở Mĩ Latinh sớm giành được độc lập từ lay thực dân Tây Ban Nha và Bồ Đào Nha từ đầu thế kỉ XIX, nhưng sau đó lai 1000 BOTTER HOA KI BAHAMA MEHICỔ IZZ CUBA1973 1959 1981 HAMAICA ĐỘMINICANA TRINH VÀ NEVIT SIBELIXE E GOATỀMA",,,,,
entity,lichsu_11_s14_bai5_sec3_001:e8,Organization,Liên minh dân tộc các nước công hoà châu Mĩ,"Tổ chức được thành lập vào năm 1889, dưới sự chỉ huy của chính quyền Oa-sinh-tơn.","tổ chức ""Liên minh dân tộc các nước công hoà châu Mi' được thành lập, gọi tất là Liên Mĩ",0.95,[1889],lichsu_11_s14_bai5_sec3_001,lichsu_11,Bài 5,GÙY AN (PHÁP),"[27, 28, 29, 30]","[""data/corpus/lichsu_11/lichsu_11.pdf_27.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_28.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_29.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_30.jpg.txt""]","tinh thần yêu nước, nhưng do trình độ tổ chức thấp, lương lượng chênh lệch, nên bị thực dân phương Tây đàn áp. Cuộc đấu tranh giải phóng dân tộc ở châu Phi vân tiếp tục phát triển trong thể kí XX GÙY AN (PHÁP) CO LÔM BI'A 1819 I LÊ CU-A ĐO THÁI 1830 PỆ-RU BRA-XIN 1822 BINH Kad BÔ-LI-VI-A 1825 E PA-RA-GOAY 1811 DƯƠNG UNOGY s S 1828 C Q BRA XIN Tên nước 1822 và năm giành được độc lập Biên giới quốc gia ngày nay Hinh 13. Lược đồ khu vưc Mĩ Latinh đầu thế kỉ XIX Sau khi giành được độc lập, nhiều nướ",,,,,
entity,lichsu_11_s84_bai17_sec7_002:e4,Organization,Đức,"Một trong ba nước tham gia Hiệp ước Tam cường, thuộc phe phát xít",Đức,0.95,[],lichsu_11_s84_bai17_sec7_002,lichsu_11,Bài 17,Ở CHÂU ÂU (TỪ THÁNG 9 1939 ĐẾN THÁNG 6 - 1941),"[92, 93, 94]","[""data/corpus/lichsu_11/lichsu_11.pdf_92.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_93.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_94.jpg.txt""]","2 Phe phát xít bành trướng ở Đông và Nam Âu (từ tháng 9 1940 dến tháng 6 1941) Tháng 9 - 1940, nhàm củng cố khối liên minh phát xít, Hiệp ước Tam cường Đức Ita Iia - Nhật Bản được kí kết tại Béc-lin. Hiệp ước quy đình, nếu một trong ba nước bị đối phương tấn công thì hai nước kia phải lập tức trợ giúp nước đó về mọi mặt, công khai về việc phân chia thế giới: Đức, I-ta-li-a ở châu Âu, Nhật Bản ở Viễn Đông Từ tháng 10 - 1940, Hít-le chuyển sang thôn tính các nước Đông và Nam châu Âu, Các nước Ru-m",,,,,
entity,lichsu_12_s96_bai9_sec3_002:e10,Organization,Tổ chức Hiệp ước Bắc Đại Tây Dương (NATO),Liên minh quân sự lớn nhất của các nước tư bản phương Tây do Mĩ cầm đầu nhằm chống Liên Xô và các nước xã hội chủ nghĩa Đông Âu.,Tổ chức Hiệp ước Bắc Đại Tây Dương (NATO),0.95,[1949],lichsu_12_s96_bai9_sec3_002,lichsu_12,Bài 9,TRONG VÀ SAU THƠI KÌ CHIẾN TRANH LẠNH,"[56, 57, 58, 59]","[""data/corpus/lichsu_12/lichsu_12.pdf_56.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_57.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_58.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_59.jpg.txt""]","hội Mĩ ngày 12 - 3 - 1947 Trong đó, Tổng thống Mĩ khẳng định : sự tồn tại của Liên Xô là nguy cơ lớn điều đối với nước Mĩ và đề nghị viên trợ khẩn cấp 400 triệu USD cho hai nước Hi Lap và Thổ Nhì Kì. Hoc thuyết Truman"" nhăm 1 Củng cổ các chính quyền phản đông và đáy Nhi lài phong trào đấu tranh yêu nước ở Hi Lạp và Thổ Nhĩ Ki 2 Biến hai nước Hi Lạp và Thổ Nhĩ Ki thành những căn cứ tiền phương chống Liên Xô và các nước dân chủ nhân dân Đông Au từ phía nam của các nước này Hai Hai là, sự ra đòi củ",,,,,
entity,lichsu_11_s72_bai16_sec3_002:e5,Organization,Đại hội toàn Mã Lai,Một tổ chức hoặc phong trào ở Mã Lai.,Đại hội toàn Mã Lai,0.9,[],lichsu_11_s72_bai16_sec3_002,lichsu_11,Bài 16,TI TÌNH HÌNH CÁC NƯỚC ĐÔNG NAM Á SAU CHIẾN TRANH THỨ NHẤT,"[83, 84, 85]","[""data/corpus/lichsu_11/lichsu_11.pdf_83.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_84.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_85.jpg.txt""]","h trị, đòi quyền dùng tiếng mẹ đẻ trong nhà trường Một số chính đảng tư sản được thành lập và có ảnh hội rộng rãi như Đảng Dân tộc ở In đô nê xi a, phong trào Thakin ở Miến Điên, Đại hội toàn Mã Lai.. Đồng thời, từ thập niên 20 giai cấp vô sản trẻ tuổi ở Đông Nam A cũng bát đầu Thi trương thành, Một số đảng công sản được thành lập, đầu tiên là Đảng Công san In đô nê xi a (5 - 1920) tiếp theo, trong năm 1930, các đảng công sản ra đời ở Viết Nam, Mã Lai, Xiêm và Phi-líp-pin Dưới sự lãnh đạo của Đả",,,,,
entity,lichsu_10_s118_001:e8,Organization,chính quyền ở Đàng Ngoài,Một trong hai chính quyền được hình thành.,Hai chính quyền ở Đàng Ngoài,0.95,[],lichsu_10_s118_001,lichsu_10,Bài,TRONG CÁC THẾ KỈ XVI - XVIII,"[103, 104, 105, 106]","[""data/corpus/lichsu_10/lichsu_10.pdf_103.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_104.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_105.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_106.jpg.txt""]","lễ hội Ca múa được tổ chức trong các lễ hội, ngày mùa ở khắp các làng bản miền xuôi cũng như miền ngược, Cùng với các điệu ca, điệu múa, còn có các cuộc đua tài như đấu vật, đua thuyền, đá cầu.. B TRONG CÁC THẾ KỈ XVI - XVIII Cuộc khủng hoảng chính trị ở đầu thế kỉ XVI đã làm sụp đổ triều Lê sơ. Nhà Mạc ra đời chưa được bao lâu thì xảy ra cuộc chiến tranh Nam ? Bắc triều và tiếp đó là chiến tranh Trịnh - Nguyễn. Hai chính quyền ở Đàng Ngoài và Đàng Trong được hình thành, tại nhang cho đến cuối t",,,,,
entity,lichsu_12_s84_bai7_sec17_001:e5,Organization,Quốc hội châu Âu,Một trong năm cơ quan chính của EU.,Quốc hôi châu Âu,0.95,[],lichsu_12_s84_bai7_sec17_001,lichsu_12,Bài 7,LIÊN BANG NGA,"[50, 51]","[""data/corpus/lichsu_12/lichsu_12.pdf_50.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_51.jpg.txt""]","trị, đối ngoại và an ninh chung Cơ cấu tổ chức của EU gồm năm cơ quan chính là Hội đồng châu Âu, Hôi đồng Bộ trưởng, Uỷ ban châu Âu, Quốc hôi châu Âu, Toà án châu Âu và một số uỷ ban chuyên môn khác. LIÊN BANG NGA BIỂN BẮC ANH HÀ LĂN UCRAINA ĐƯC SVAKIA MÔNĐÔVA AO PHÁP RUMANI BIÊN ĐEN FCB BUNGARE Bo ANBA THỔ NHI KI NHA Đ. Xix Sih Đ.Grep CHAUPHI MANTA H Các nước gia nhập EU đến năm 1995 Các nước gia nhập EU năm 2007",,,,,
entity,lichsu_12_s252_bai21_sec18_001:e7,Organization,Mĩ,Đế quốc Mĩ,để quốc Mi,0.9,[],lichsu_12_s252_bai21_sec18_001,lichsu_12,Bài 21,1. Chiến lược ?Chiến tranh đặc biệt? của Mĩ ở miền Nam,"[165, 166, 167, 168, 169, 170, 171, 172]","[""data/corpus/lichsu_12/lichsu_12.pdf_165.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_166.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_167.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_168.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_169.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_170.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_171.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_172.jpg.txt""]","đổi với miền Bắc nước ta, Miền Bắc phải chuyển hướng xây dưng và phát triển kinh tế cho phù hợp với điều kiên chiến tranh D Đại hội dại biểu toàn quốc lần thứ III của Đảng họp trong bối cảnh lịch sử 1. Chiến lược ?Chiến tranh đặc biệt? của Mĩ ở miền Nam Từ cuối năm 1960, hình thức thống trị bằng chính quyền tay sai độc tài Ngô Đình Diêm bị thất bại, để quốc Mi buộc phải chuyển sang thực hiện chiến lược Chiến tranh đặc biệt"" (1961 - 1965) ""Chiến tranh đặc biết"""" là hình thức chiến tranh xâm lược ",,,,,
entity,lichsu_12_s148_bai14_sec10_001:e2,Organization,Đảng Cộng sản Đông Dương,Tổ chức chính trị có các ủy viên Ban Chấp hành Trung ương bị bắt.,Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương,0.9,[],lichsu_12_s148_bai14_sec10_001,lichsu_12,Bài 14,1. Cuộc đấu tranh phục hồi phong trào cách mạng,"[95, 96, 97]","[""data/corpus/lichsu_12/lichsu_12.pdf_95.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_96.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_97.jpg.txt""]","công nông và mặt trận dân tốc 19 thống nhất, về tổ chức, lãnh đạo quần chúng đầu tranh. Póoý nghĩa nhu Các chố cuốc lập dươt đầu tiên của Đảng và quân chúng cho Tổng khới nghĩa tháng Tâm sau này L 1. Cuộc đấu tranh phục hồi phong trào cách mạng Cuộc khủng bố của thực dân Pháp đã làm cho lực lương cách mạng bị tổn thất nặng nề Hàng vàn người bị bắt, bị tù đày, Các nhà tò (Hà Nội), Khám Lớn (Sai Gòn), Côn Đảo, Kon Tum, Lao Bào, Sơn La v.v. chính tn, hâu hết Chinh Các uỷ viên Ban Chấp hành Trung ươ",,,,,
entity,lichsu_12_s297_bai24_sec7_001:e12,Organization,Quốc hội khoá VI,Quốc hội của nước Việt Nam thống nhất,Quốc hội khoá VI nước Viết Nam thống nhất,0.95,[],lichsu_12_s297_bai24_sec7_001,lichsu_12,Bài 24,HII - HOÀN THÀNH THỐNG NHẤT ĐẤT NƯỚC VỀ MẶT NHÀ NƯỚC (1975 ? 1976),"[200, 201, 202, 203]","[""data/corpus/lichsu_12/lichsu_12.pdf_200.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_201.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_202.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_203.jpg.txt""]","ngoài, đều trở lại hoạt động Các hoạt động văn hoá, giáo dục, y tế v.v. được tiến hành khẩn trương từ những ngày đầu mới giải phóng tranh, khôi phục kinh tế, ổn định tình han sau giải phóng năm 1975 HII - HOÀN THÀNH THỐNG NHẤT ĐẤT NƯỚC VỀ MẶT NHÀ NƯỚC (1975 ? 1976) Và Sau đại tháng mùa Xuân 1975, Tố quốc Viết Nam được thống nhất về mặt lãnh thổi thổ, song ở mỗi miền vẫn tồn tai hình thức tổ chức nhà nước khác nhau, Thưc tế đó Thiến trái vối nguyên vong, tỉnh cảm thiêng liêng của nhân dán hai miề",,,,,
